_id,id,asset_id,location,alternative_name,type,location_details,url,address,geometry
610,2712,102227,Coxwell Avenue Playground,Coxwell Avenue Playground Drinking Fountain,Drinking Fountain,Located on the pathway next to the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/2712/index.html,450 Coxwell Ave  ,"c(-79.3214572450745, 43.677472839283)"
611,1079,102228,East Point Park,East Point Park Park Building Drinking Fountain,Drinking Fountain,Located on the west side of the park building.,https://www.toronto.ca/data/parks/prd/facilities/complex/1079/index.html,101 Copperfield Rd  ,"c(-79.162752239783, 43.7602575221976)"
612,473,102229,Edwards Gardens,Edwards Gardens Drinking Fountain,Drinking Fountain,Located in the circle pathway west of the fieldhouse and east of the shade structure.,https://www.toronto.ca/data/parks/prd/facilities/complex/473/index.html,755 Lawrence Ave  E ,"c(-79.3605884332448, 43.7325198593964)"
613,2504,102230,Harvest Moon Park,Harvest Moon Park Drinking Foutain,Drinking Fountain,"Located on the grassy area at the intersection of the two pathways, northeast of the playground.",https://www.toronto.ca/data/parks/prd/facilities/complex/2504/index.html,70 Old Finch Ave  ,"c(-79.2093131046232, 43.8213175316742)"
614,613,102231,Littles Road Park,Littles Road Park Playground Drinking Fountain,Drinking Fountain,Located west of the playground along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/613/index.html,30 Littles Rd  ,"c(-79.2044574812238, 43.8162273835259)"
615,1449,102232,Don Valley Brick Works,Don Valley Brick Works Drinking Fountain,Drinking Fountain,Located on the wall near the southwest entrance of the pavilion.,https://www.toronto.ca/data/parks/prd/facilities/complex/1449/index.html,550 Bayview Ave  ,"c(-79.3661364133672, 43.68437286739)"
616,306,102233,Withrow Park,Withrow Park Outdoor Rink Drinking Water Station,"Drinking Fountain, Dog Fountain",Located south of the outdoor rink.,https://www.toronto.ca/data/parks/prd/facilities/complex/306/index.html,725 Logan Ave  ,"c(-79.3465118617905, 43.6741157407248)"
617,2413,102234,Highland Creek Parkette,Highland Creek Parkette Drinking Fountain,Drinking Fountain,Located south of the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/2413/index.html,6115 Kingston Rd  ,"c(-79.168286407266, 43.7845092452667)"
618,870,102235,Summerlea Park,Summerlea Park Drinking Fountain,Drinking Fountain,Located north of the tennis courts along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/870/index.html,2 Arcot Blvd  ,"c(-79.5527508252403, 43.7283200428521)"
619,1077,102236,Kempton Howard Park,Kempton Howard Park Wading Pool Drinking Fountain,Drinking Fountain,Located next to the wading pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/1077/index.html,150 Blake St  ,"c(-79.3405235528183, 43.6760192567469)"
620,522,102237,Adams Park,Adams Park Drinking Fountain,Drinking Fountain,Located on the north side of the baseball diamond washroom building. ,https://www.toronto.ca/data/parks/prd/facilities/complex/522/index.html,2 Rozell Rd  ,"c(-79.145780853607, 43.7930389541383)"
621,1074,102238,Humber Bay Park West,Humber Bay Park West Drinking Fountain,Drinking Fountain,Located in the grassy area east of the boat launch.,https://www.toronto.ca/data/parks/prd/facilities/complex/1074/index.html,2225 Lake Shore Blvd  W ,"c(-79.4784403447686, 43.6191389143442)"
622,235,102239,Runnymede Park,Runnymede Park Wading Pool Drinking Fountain,Drinking Fountain,Located north of the wading pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/235/index.html,221 Ryding Ave  ,"c(-79.4772417404894, 43.6690982650933)"
623,2347,102240,Owen Park,Owen Park Drinking Fountain,Drinking Fountain,Located on the west side of the park along the pathway next to the public school.,https://www.toronto.ca/data/parks/prd/facilities/complex/2347/index.html,150 Gordon Rd  ,"c(-79.3914690868022, 43.7492298206053)"
624,2021,102242,Rita Cox Park,Rita Cox Park Drinking Water Station,"Drinking Fountain, Dog Fountain",Located east of the playground along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/2021/index.html,14 Machells Ave  ,"c(-79.4254908049698, 43.6401769159947)"
625,2750,102243,Stanley Park South - Toronto,Stanley Park South - Toronto Dog Off-Leash Area Drinking Water Station,"Drinking Fountain, Dog Fountain",Located on the north end of the dog off-leash area.,https://www.toronto.ca/data/parks/prd/facilities/complex/2750/index.html,700 Wellington St  W ,"c(-79.4092306138592, 43.6415636086481)"
626,2750,102244,Stanley Park South - Toronto,Stanley Park South - Toronto Tennis Court Drinking Fountain,Drinking Fountain,Located north of the tennis courts next to the washroom building.,https://www.toronto.ca/data/parks/prd/facilities/complex/2750/index.html,700 Wellington St  W ,"c(-79.4081324855797, 43.6418656016613)"
627,143,102245,David A. Balfour Park,David A. Balfour Park Drinking Fountain,Drinking Fountain,Located near the entrance to the trail off Mathersfield Drive.,https://www.toronto.ca/data/parks/prd/facilities/complex/143/index.html,75 Rosehill Ave  ,"c(-79.3857027831417, 43.6832228717815)"
628,1901,102246,Bill Johnston Park,Bill Johnston Park Dog Off-Leash Area Drinking Water Station,"Drinking Fountain, Dog Fountain",Located in the dog off-leash area near the east entrance gate.,https://www.toronto.ca/data/parks/prd/facilities/complex/1901/index.html,65 Western Battery Rd  ,"c(-79.4147211376925, 43.6401489113271)"
629,923,102247,Albion Gardens Park,Albion Gardens Park Drinking Fountain,Drinking Fountain,"Located on the west side of the playground, between the playgroudn and the tennis courts.",https://www.toronto.ca/data/parks/prd/facilities/complex/923/index.html,41 Deanlea Crt  ,"c(-79.5587799479738, 43.7392935891874)"
630,1467,102248,Joseph Burr Tyrrell Park,Joseph Burr Tyrrell Park Playground Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located next to the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/1467/index.html,10 Dalton Rd  ,"c(-79.4071200765933, 43.6667140129405)"
631,736,102250,QUEEN'S GREENBELT,Queen's Greenbelt Drinking Fountain,Drinking Fountain,Located at the entrance of the park off of Queen's Drive.,https://www.toronto.ca/data/parks/prd/facilities/complex/736/index.html,600 Queen's Dr,"c(-79.4873027411265, 43.7114247895683)"
632,700,102251,North Park,North Park Tennis Court Drinking Fountain,Drinking Fountain,Located north of the tennis courts.,https://www.toronto.ca/data/parks/prd/facilities/complex/700/index.html,587 Rustic Rd  ,"c(-79.4717286703262, 43.7184900525338)"
633,1492,102252,Port Royal Park,Port Royal Park Playground Drinking Fountain,Drinking Fountain,Located east of the playground along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/1492/index.html,50 Port Royal Trl  ,"c(-79.2879567308741, 43.81765139348)"
634,250,102253,Vermont Square Park,Vermont Square Park Playground Drinking Water Station,"Drinking Fountain, Dog Fountain",Located east of the playground along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/250/index.html,819 Palmerston Ave  ,"c(-79.415297838454, 43.670651578386)"
635,386,97064,Roundhouse Park,Roundhouse Park Don Station Drinking Fountain,Drinking Fountain,Located west of the Don Station building on the west side of the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/386/index.html,255 Bremner Blvd  ,"c(-79.3854254007349, 43.6414723510657)"
636,386,2654,Roundhouse Park,Roundhouse Park Playground Drinking Fountain,Drinking Fountain,Located at the north end of the playground along the pathway. ,https://www.toronto.ca/data/parks/prd/facilities/complex/386/index.html,255 Bremner Blvd  ,"c(-79.384265322374, 43.6409846121989)"
637,338,102254,David Crombie Park,David Crombie Park Basketball Court Drinking Fountain,Drinking Fountain,Located on the pathway southeast of the the basketball court.,https://www.toronto.ca/data/parks/prd/facilities/complex/338/index.html,131 The Esplanade  ,"c(-79.3639482779085, 43.6494757480844)"
638,332,102255,Blythwood - Sherwood Ravine,Blythwood - Sherwood Ravine Dog Fountain,Dog Fountain,Located on the grassy area south of the parking lot.,https://www.toronto.ca/data/parks/prd/facilities/complex/332/index.html,1200 Mount Pleasant Rd,"c(-79.397762605713, 43.7195618785907)"
639,2531,102256,James Trimbee Park,James Trimbee Park Drinking Fountain,Drinking Fountain,Located near the entrance to the park off Margarey Rose Court.,https://www.toronto.ca/data/parks/prd/facilities/complex/2531/index.html,25 Plainfield Rd  ,"c(-79.5057643681755, 43.6989056422531)"
640,961,102258,Rosebank Park,Rosebank Park Drinking Fountain,Drinking Fountain,Located along the pathway south of the playground and the basketball courts.,https://www.toronto.ca/data/parks/prd/facilities/complex/961/index.html,1051 Progress Ave  ,"c(-79.233526943433, 43.7924182399538)"
641,508,102260,Weston Lions Park,Weston Lions Park Tennis Court Drinking Fountain,Drinking Fountain,Located east of the tennis courts along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/508/index.html,2125 Lawrence Ave  W ,"c(-79.517660075357, 43.6975749132672)"
642,3584,102261,Diamond Jubilee Promenade,Diamond Jubilee Promenade Drinking Fountain,Drinking Fountain,Located along the sidewalk on the east side of  Tannery Road.,https://www.toronto.ca/data/parks/prd/facilities/complex/3584/index.html,475 Front St  E ,"c(-79.3547870995476, 43.6535414701992)"
643,3584,102262,Diamond Jubilee Promenade,Diamond Jubilee Promenade Drinking Fountain,Drinking Fountain,Located along the sidewalk on the east side of  Rolling Mills Road.,https://www.toronto.ca/data/parks/prd/facilities/complex/3584/index.html,475 Front St  E ,"c(-79.3557621905193, 43.6533134221154)"
644,3584,102263,Diamond Jubilee Promenade,Diamond Jubilee Promenade Drinking Fountain,Drinking Fountain,Located along the sidewalk on the east side of  Cooperage Street.,https://www.toronto.ca/data/parks/prd/facilities/complex/3584/index.html,475 Front St  E ,"c(-79.3567292411581, 43.653090432393)"
645,1461,102264,Goldhawk Park,Goldhawk Park Drinking Water Station,"Drinking Fountain, Dog Fountain",Located on the pathway north of the playground and west of the baseball diamond.,https://www.toronto.ca/data/parks/prd/facilities/complex/1461/index.html,250 Goldhawk Trl  ,"c(-79.2809060399797, 43.8244659643496)"
646,419,102265,Regent Park Athletic Grounds,Regent Park Athletic Grounds Drinking Fountain,Drinking Fountain,Located on the outside of the rink building west of the outdoor ice rink.,https://www.toronto.ca/data/parks/prd/facilities/complex/419/index.html,480 Shuter St  ,"c(-79.3593465591245, 43.6586843059357)"
647,2036,102266,McGregor Park,McGregor Park Outdoor Pool Drinking Fountain,Drinking Fountain,Located on the outdoor pool deck on the north side by the changeroom entrances.,https://www.toronto.ca/data/parks/prd/facilities/complex/2036/index.html,2231 Lawrence Ave  E ,"c(-79.2807134154815, 43.7475941549218)"
648,2725,102268,Toronto Islands - Centre Island,Toronto Islands - Centre Island Franklin Children's Garden Drinking Fountain,Drinking Fountain,Located east of Franklin Children's Garden.,https://www.toronto.ca/data/parks/prd/facilities/complex/2725/index.html,9 Queens Quay  W ,"c(-79.3763116426981, 43.6167339632992)"
649,2171,102269,Colonial Park,Colonial Park Drinking Fountain,Drinking Fountain,Located along the pathway south of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/2171/index.html,150 Bridlegrove Dr  ,"c(-79.2324648348413, 43.7383538373039)"
650,163,102271,Barbara Hall Park,Barbara Hall Park Dog Off-Leash Area Dog Fountain,Dog Fountain,Located in the dog-off leash area.,https://www.toronto.ca/data/parks/prd/facilities/complex/163/index.html,519 Church St  ,"c(-79.3799808374504, 43.6667527953244)"
651,543,102272,Thomson Memorial Park,Thomson Memorial Park North Dog Off-Leash Area Drinking Water Station,"Drinking Fountain, Dog Fountain",Located inside the dog off-leash area southeast of the shade structure.,https://www.toronto.ca/data/parks/prd/facilities/complex/543/index.html,1005 Brimley Rd  ,"c(-79.2535024417111, 43.7565263868453)"
652,543,102273,Thomson Memorial Park,Thomson Memorial Park South Dog Off-Leash Area Drinking Water Station,"Drinking Fountain, Dog Fountain",Located outside the south side entrance of the dog off-leash area.,https://www.toronto.ca/data/parks/prd/facilities/complex/543/index.html,1005 Brimley Rd  ,"c(-79.252451201036, 43.756370941606)"
653,2410,102274,Avalon Parkette,Avalon Parkette Drinking Fountain,Drinking Fountain,Located along the east pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/2410/index.html,1700 Kingston Rd  ,"c(-79.2636097198042, 43.6923068190555)"
654,441,102275,Warden Woods Park,Warden Woods Park Dog Off-Leash Area Dog Fountain,Dog Fountain,Located inside the dog off-leash area.,https://www.toronto.ca/data/parks/prd/facilities/complex/441/index.html,125 Pharmacy Ave  ,"c(-79.2843184550636, 43.6982354939354)"
655,956,102276,Mel Lastman Square,Mel Lastman Square Lower Level Drinking Fountain,Drinking Fountain,Located on the lower level east of the reflecting pond.,https://www.toronto.ca/data/parks/prd/facilities/complex/956/index.html,5100 Yonge St  ,"c(-79.4137029536959, 43.7679083869878)"
656,626,102279,Terraview Park,Terraview Park Playground Drinking Fountain,Drinking Fountain,Located south of the playground on the east side of the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/626/index.html,1625 Pharmacy Ave  ,"c(-79.31123902025, 43.7660019427215)"
657,149,102280,Sherwood Park,Sherwood Park Dog Fountain,Dog Fountain,Located east of the bridge at the bottom of the stairs.,https://www.toronto.ca/data/parks/prd/facilities/complex/149/index.html,190 Sherwood Ave  ,"c(-79.3868664867362, 43.7163013898566)"
658,867,102281,Rotary Peace Park,Rotary Peace Park Outdoor Pool Drinking Fountain,Drinking Fountain,Located in the outdoor pool building.,https://www.toronto.ca/data/parks/prd/facilities/complex/867/index.html,25 Eleventh St  ,"c(-79.5075305721844, 43.5951879956027)"
659,276,102283,Topham Park,Topham Park Wading Pool Drinking Fountain,Drinking Fountain,Located north of the wading pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/276/index.html,181 Westview Blvd  ,"c(-79.3072647204687, 43.7107096176981)"
660,2277,2354,Dundas - Watkinson Parkette,Dundas - Watkinson Parkette Drinking Fountain,Drinking Fountain,Located next to the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/2277/index.html,2742 Dundas St  W ,"c(-79.4606126233242, 43.6653424230051)"
661,157,2438,Cassels Avenue Playground,Cassels Avenue Playground Drinking Fountain,Drinking Fountain,Located at the south side of the splash pad. ,https://www.toronto.ca/data/parks/prd/facilities/complex/157/index.html,69 Cassels Ave  ,"c(-79.3066867501032, 43.6799599795892)"
662,70,2288,Greenwood Park,Greenwood Park Splash Pad Drinking Fountain,Drinking Fountain,Located next to the splash pad.,https://www.toronto.ca/data/parks/prd/facilities/complex/70/index.html,150 Greenwood Ave  ,"c(-79.3291564464982, 43.6696480397674)"
663,2001,2559,Tichester Park,Tichester Park Playground Drinking Water Station,"Drinking Fountain, Dog Fountain",Located northeast of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/2001/index.html,27 Tichester Rd  ,"c(-79.4179447230411, 43.6855258900398)"
664,1453,2437,Arena Gardens,Arena Gardens Drinking Water Station,"Drinking Fountain, Dog Fountain",Located on the pathway next to the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/1453/index.html,78 Mutual St  ,"c(-79.375579775124, 43.655951895255)"
665,128,2167,Little Norway Park,Little Norway Park Drinking Fountain,Drinking Fountain,Located east of the main pathway in the middle of the park.,https://www.toronto.ca/data/parks/prd/facilities/complex/128/index.html,659 Queens Quay  W ,"c(-79.3987584791727, 43.6346621933756)"
666,945,2508,Albert Standing Park,Albert Standing Park Drinking Fountain,Drinking Fountain,Located on the pathway norht of the shade structures.,https://www.toronto.ca/data/parks/prd/facilities/complex/945/index.html,50 Bogert Ave  ,"c(-79.4130422864814, 43.7605283001179)"
667,963,2317,Flagstaff Park,Flagstaff Park Drinking Fountain,Drinking Fountain,Located on the grassy area west of the parking lot. ,https://www.toronto.ca/data/parks/prd/facilities/complex/963/index.html,42 Mercury Rd  ,"c(-79.5916315857471, 43.7207349403678)"
668,1504,2224,Islington Park,Islington Park Playground Drinking Fountain,Drinking Fountain,Located south of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/1504/index.html,19 Franel Cres  ,"c(-79.5690869425732, 43.7519839550967)"
669,610,2353,Wallace C. Swanek Park,Wallace C. Swanek Park Playground Drinking Fountain,Drinking Fountain,Located north of the playground along the pathway. ,https://www.toronto.ca/data/parks/prd/facilities/complex/610/index.html,241 Gary Dr  ,"c(-79.5226851849534, 43.7087068178264)"
670,473,2339,Edwards Gardens,Edwards Gardens Courtyard Drinking Fountain,Drinking Fountain,Located in the courtyard between the greenhouses. ,https://www.toronto.ca/data/parks/prd/facilities/complex/473/index.html,755 Lawrence Ave  E ,"c(-79.3592418098404, 43.7337734954775)"
671,739,2461,Bob Hunter Park,Bob Hunter Park Drinking Fountain,Drinking Fountain,Located on the grassy area next to the pathway north of the baseball diamond.,https://www.toronto.ca/data/parks/prd/facilities/complex/739/index.html,205 Generation Blvd  ,"c(-79.1655903265785, 43.8025985318492)"
672,2576,2651,Royal Rouge Tot Lot,Royal Rouge Tot Lot Playground Drinking Fountain,Drinking Fountain,Located east of the playground along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/2576/index.html,65 Royal Rouge Trl  ,"c(-79.1467601768404, 43.8007189752108)"
673,382,2718,Oak Street Park,Oak Street Park Bottle Filling Station,Bottle Filling Station,Located east of the basketball court.,https://www.toronto.ca/data/parks/prd/facilities/complex/382/index.html,165 River St  ,"c(-79.3580519278492, 43.6622377925548)"
674,1,2523,Ashbridges Bay Park,Ashbridges Bay Park Picnic Site 1 Drinking Water Station,"Drinking Fountain, Dog Fountain",Located on the pathway on the west side of Picnic Site #1.,https://www.toronto.ca/data/parks/prd/facilities/complex/1/index.html,1561 Lake Shore Blvd  E ,"c(-79.3073970140301, 43.6582699514726)"
675,183,101685,St. Andrew's Playground,St. Andrew's Playground Bottle Filling Station,Bottle Filling Station,Located east of the dog off-leash area along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/183/index.html,450 Adelaide St W,"c(-79.399103849644, 43.6463170786157)"
676,678,13280,Ledbury Park,Ledbury Park Drinking Fountain,Drinking Fountain,Located west of the outdoor ice rink.,https://www.toronto.ca/data/parks/prd/facilities/complex/678/index.html,160 Ledbury St  ,"c(-79.4251960965129, 43.7273834890014)"
677,2303,18692,Marble Hill Parkette,Marble Hill Parkette Drinking Fountain,Drinking Fountain,Located outside the playground fence.,https://www.toronto.ca/data/parks/prd/facilities/complex/2303/index.html,22 Ennerdale Rd  ,"c(-79.4507453645517, 43.6874055985766)"
678,2725,18788,Toronto Islands - Centre Island,Toronto Islands - Centre Island Picnic Site 28 Drinking Fountain,Drinking Fountain,"Located at the northwest corner of Picnic Site #28, outside the snack/concession building.",https://www.toronto.ca/data/parks/prd/facilities/complex/2725/index.html,9 Queens Quay  W ,"c(-79.3757472741547, 43.6174714330855)"
679,560,18696,BOTANY HILL PARK,Botany Hill Park Drinking Fountain,Drinking Fountain,Located on the pathway south of the tennis court entrance.,https://www.toronto.ca/data/parks/prd/facilities/complex/560/index.html,277 Orton Park Rd,"c(-79.2108930092725, 43.7776063209796)"
680,674,2188,Lanyard Park,Lanyard Park Tennis Court Drinking Fountain,Drinking Fountain,"Located along the pathway, south of the tennis courts.",https://www.toronto.ca/data/parks/prd/facilities/complex/674/index.html,138 Lanyard Rd  ,"c(-79.5485958181325, 43.74701342685)"
681,319,2407,Village Of Yorkville Park,Village of Yorkville Park Rock Drinking Fountain,Drinking Fountain,"Located west of The Yorkville Rock, behind Bay TTC Station building.  ",https://www.toronto.ca/data/parks/prd/facilities/complex/319/index.html,115 Cumberland St  ,"c(-79.3923531966032, 43.6697799008295)"
682,3555,59943,Lee Lifeson Art Park,Lee Lifeson Art Park Drinking Fountain,Drinking Fountain,"Located to the east of the washroom building, north of the amphitheatre.",https://www.toronto.ca/data/parks/prd/facilities/complex/3555/index.html,45 Princess Ave   ,"c(-79.4098163693306, 43.7688748149122)"
683,70,78240,Greenwood Park,Greenwood Park Dog Off-Leash Area Dog Fountain,Dog Fountain,Located at the west entrance of the dog off-leash area.,https://www.toronto.ca/data/parks/prd/facilities/complex/70/index.html,150 Greenwood Ave  ,"c(-79.3293759261167, 43.6678915929253)"
684,431,78117,Woodbine Park,Woodbine Park Fieldhouse Drinking Water Station,"Drinking Fountain, Dog Fountain",Located outside the fieldhouse on the east side of the building.,https://www.toronto.ca/data/parks/prd/facilities/complex/431/index.html,1695 Queen St  E ,"c(-79.3120493431602, 43.66484567093)"
685,461,78120,Wychwood Barns Park,Wychwood Barns Park Volleyball Court Drinking Fountain,Drinking Fountain,Located east of the outdoor volleyball court. ,https://www.toronto.ca/data/parks/prd/facilities/complex/461/index.html,76 Wychwood Ave  ,"c(-79.4242477455572, 43.6798066208569)"
686,629,78151,Cedarvale Park,Cedarvale Park Dog Off-Leash Area Drinking Water Station,"Drinking Fountain, Dog Fountain",Located inside the dog off-leash area just north of the west gate.,https://www.toronto.ca/data/parks/prd/facilities/complex/629/index.html,443 Arlington Ave  ,"c(-79.4296572523524, 43.6920343584697)"
687,348,78263,Sorauren Avenue Park,Sorauren Avenue Park Drinking Fountain,Drinking Fountain,Located north of the dog off-leash area.,https://www.toronto.ca/data/parks/prd/facilities/complex/348/index.html,289 Sorauren Ave  ,"c(-79.4430232344237, 43.6490838787383)"
688,348,78264,Sorauren Avenue Park,Sorauren Avenue Park Dog Off-Leash Area Dog Fountain,Dog Fountain,Located inside the dog off-leash area by the north entrance.,https://www.toronto.ca/data/parks/prd/facilities/complex/348/index.html,289 Sorauren Ave  ,"c(-79.442998224499, 43.6490122244081)"
689,29,80205,Taylor Creek Park,Taylor Creek Park Drinking Water Station,"Drinking Fountain, Dog Fountain",Located on the west end of the parking lot on the west side of Dawes Road.,https://www.toronto.ca/data/parks/prd/facilities/complex/29/index.html,260 Dawes Rd  ,"c(-79.2997002677043, 43.6971306955818)"
690,151,80209,Jean Sibelius Square,Jean Sibelius Square Drinking Fountain,Drinking Fountain,"Located next to the fieldhouse building, northwest corner of the park.",https://www.toronto.ca/data/parks/prd/facilities/complex/151/index.html,50 Kendal Ave  ,"c(-79.4091232793247, 43.6716171447605)"
691,86,80046,Dovercourt Park,Dovercourt Park Firepit Drinking Water Station,"Drinking Fountain, Dog Fountain",Located on the grassy area west of the fire pit.,https://www.toronto.ca/data/parks/prd/facilities/complex/86/index.html,155 Bartlett Ave  ,"c(-79.4330637113315, 43.664951230479)"
692,106,79342,Jay MacPherson Green,Jay MacPherson Green Drinking Water Station,"Drinking Fountain, Dog Fountain",Located at northeast entrance to the park.,https://www.toronto.ca/data/parks/prd/facilities/complex/106/index.html,255 Avenue Rd  ,"c(-79.3972005107779, 43.6776146911985)"
693,28,80185,Sunnybrook Park,Sunnybrook Park Dog Off-Leash Area Dog Fountain,Dog Fountain,Located in the center of the dog off-leash area.,https://www.toronto.ca/data/parks/prd/facilities/complex/28/index.html,1132 Leslie St  ,"c(-79.3655592106566, 43.7220794526408)"
694,3461,46864,Page Parkette,Page Parkette Drinking Water Station,"Drinking Fountain, Dog Fountain","Located west of the playground, along the pathway.",https://www.toronto.ca/data/parks/prd/facilities/complex/3461/index.html,23 Valliere Pl  ,"c(-79.3832149130052, 43.7831582198908)"
695,606,74582,Bert Robinson Park,Bert Robinson Park Drinking Fountain,Drinking Fountain,Located on the grassy area north of the sports field and close to Gilbert Avenue.,https://www.toronto.ca/data/parks/prd/facilities/complex/606/index.html,400 Caledonia Rd  ,"c(-79.4618672164197, 43.6884986040881)"
696,2788,77995,Regent Park,Regent Park Dog Off-Leash Area Drinking Water Station ,"Drinking Fountain, Dog Fountain",Located inside on the northeast corner of the dog off-leash area.,https://www.toronto.ca/data/parks/prd/facilities/complex/2788/index.html,600 Dundas St  E ,"c(-79.3626983268221, 43.6608628208548)"
697,79,77874,Hillcrest Park,Hillcrest Park Dog Off-Leash Area Dog Fountain,Dog Fountain,Located in the southeast corner of the dog off-leash area.,https://www.toronto.ca/data/parks/prd/facilities/complex/79/index.html,950 Davenport Rd  ,"c(-79.423888846507, 43.6762574360882)"
698,614,78214,Lochleven Park,Lochleven Park Playground Drinking Fountain,Drinking Fountain,Located south of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/614/index.html,50 Lochleven Dr  ,"c(-79.2213446697253, 43.7393778201752)"
699,145,78265,Monarch Park,Monarch Park Wading Pool Drinking Fountain,Drinking Fountain,Located on the pool deck west of the wading pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/145/index.html,115 Felstead Ave  ,"c(-79.3262052552747, 43.6777314292568)"
700,467,76642,Coronation Park - Toronto,Coronation Park Toronto Dog Off-Leash Area Drinking Water Station,"Drinking Fountain, Dog Fountain",Located in the dog off-leash area near the north end.,https://www.toronto.ca/data/parks/prd/facilities/complex/467/index.html,711 Lake Shore Blvd  W ,"c(-79.4039504232818, 43.6339995526946)"
701,2710,78241,Underpass Park,Underpass Park Basketball Court Drinking Water Station,"Drinking Fountain, Dog Fountain",Located northwest of the basketball court.,https://www.toronto.ca/data/parks/prd/facilities/complex/2710/index.html,33 St. Lawrence St  ,"c(-79.3549365939018, 43.6558348046184)"
702,41,77854,Allan Gardens,Allan Gardens Dog Off-Leash Area Dog Fountain,Dog Fountain,Located in the dog off-leash area.,https://www.toronto.ca/data/parks/prd/facilities/complex/41/index.html,160 Gerrard St  E ,"c(-79.3747409134274, 43.6624921704745)"
703,3499,78159,Corktown Common,Corktown Common Playground Drinking Fountain,Drinking Fountain,Located at the west side of the playground next to the pavillion.,https://www.toronto.ca/data/parks/prd/facilities/complex/3499/index.html,155 Bayview Ave  ,"c(-79.3522964386128, 43.6534641260684)"
704,3499,78160,Corktown Common,Corktown Common Playground Drinking Fountain,Drinking Fountain,Located at the west side of the playground next to the pavillion.,https://www.toronto.ca/data/parks/prd/facilities/complex/3499/index.html,155 Bayview Ave  ,"c(-79.3522986037681, 43.6534608433707)"
705,75,78876,Hideaway Park,Hideaway Park Dog Off-Leash Area Dog Fountain,Dog Fountain,Located in the southeast corner of the dog off-leash area.,https://www.toronto.ca/data/parks/prd/facilities/complex/75/index.html,23 Audley Ave  ,"c(-79.3377321402613, 43.6649049145408)"
706,1038,74762,Lavery Trail Park,Lavery Trail Park Drinking Fountain,Drinking Fountain,"Located along the pathway, close to the east entrance.",https://www.toronto.ca/data/parks/prd/facilities/complex/1038/index.html,40 Lavery Trl  ,"c(-79.1627674733155, 43.7968552637923)"
707,2178,75145,Brookbanks Park,Brookbanks Park Playground Drinking Fountain,Drinking Fountain,Located on the north side of the pathway across from the playground near Valley Woods Road.,https://www.toronto.ca/data/parks/prd/facilities/complex/2178/index.html,75 Brookbanks Dr  ,"c(-79.3331792210986, 43.7577381262154)"
708,924,77116,Prince of Wales Park,Prince of Wales Splash Pad Drinking Fountain ,Drinking Fountain,Located next to the splash pad.,https://www.toronto.ca/data/parks/prd/facilities/complex/924/index.html,1 Third St  ,"c(-79.4990411222057, 43.5999960274612)"
709,2159,77316,Bowan Court Parkette,Bowan Court Parkette Drinking Fountain,Drinking Fountain,Located at the end of the pathway on the east side of the park.,https://www.toronto.ca/data/parks/prd/facilities/complex/2159/index.html,12 Bowan Crt  ,"c(-79.3921974309097, 43.7956732440479)"
710,585,77317,Flemingdon Park,Flemingdon Park Community Garden Drinking Fountain,Drinking Fountain,Located on the pathway north of the community garden entrance.,https://www.toronto.ca/data/parks/prd/facilities/complex/585/index.html,150 Grenoble Dr  ,"c(-79.3269088624777, 43.7139763907523)"
711,1181,77318,Edithvale Park,Edithvale Park Baseball Diamond Drinking Fountain,Drinking Fountain,Located in the grassy area south of the baseball diamond.,https://www.toronto.ca/data/parks/prd/facilities/complex/1181/index.html,121 Finch Ave  W ,"c(-79.4258138746479, 43.7754235813076)"
712,1472,77434,Thompson Street Parkette,Thompson Street Parkette Dog Off-Leash Area Dog Fountain,Dog Fountain,Located on the west side of the dog off-leash area.,https://www.toronto.ca/data/parks/prd/facilities/complex/1472/index.html,120 Broadview Ave  ,"c(-79.3508937409684, 43.6592926796813)"
